t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
3912,29/05/1999,149,12,25.8,1862.888889,21.77575758,0.57,360,2.1
3913,29/05/1999,149,13,25.9,1515,21.77575758,0.59,360,2.1
3914,29/05/1999,149,14,25.5,1593.555556,21.75757576,0.55,360,2.1
3915,29/05/1999,149,15,26.3,1458.888889,21.66969697,0.51,360,2.1
3916,29/05/1999,149,16,26.2,1111,21.50909091,0.54,360,2.1
3917,29/05/1999,149,17,25.9,852.8888889,21.32424242,0.56,360,2.1
3918,29/05/1999,149,18,24.7,381.5555556,21.13636364,0.63,360,2.1
3919,29/05/1999,149,19,23.9,258.1111111,20.96666667,0.65,360,2.1
3920,29/05/1999,149,20,22.1,33.66666667,20.76666667,0.72,360,2.1
3921,29/05/1999,149,21,21.8,0,20.60909091,0.73,360,2.1
3922,29/05/1999,149,22,21.1,0,20.52424242,0.75,360,2.1
3923,29/05/1999,149,23,19.2,0,20.5030303,0.84,360,2.1
3924,29/05/1999,149,24,19.1,0,20.51212121,0.89,360,1.6
3925,30/05/1999,150,1,18.5,0,20.52424242,0.92,360,1.6
3926,30/05/1999,150,2,17.9,0,20.56969697,0.96,360,1.6
3927,30/05/1999,150,3,16.4,0,20.66666667,0.97,360,1.6
3928,30/05/1999,150,4,15.5,0,20.81818182,1,360,1.6
3929,30/05/1999,150,5,15.6,56.11111111,21.03333333,1,360,1.6
3930,30/05/1999,150,6,16.4,112.2222222,21.26363636,1,360,1.6
3931,30/05/1999,150,7,16.7,145.8888889,21.46060606,1,360,1.6
3932,30/05/1999,150,8,17,280.5555556,21.65151515,0.99,360,1.6
3933,30/05/1999,150,9,17.9,448.8888889,21.76060606,1,360,1.6
3934,30/05/1999,150,10,20.2,1481.333333,21.7969697,0.94,360,1.6
3935,30/05/1999,150,11,23.1,1717,21.77272727,0.79,360,1.6
3936,30/05/1999,150,12,24.1,1874.111111,21.68484848,0.67,360,1.6
3937,30/05/1999,150,13,24.3,1279.333333,21.51818182,0.68,360,1.6
3938,30/05/1999,150,14,23.3,1301.777778,21.26969697,0.66,360,1.6
3939,30/05/1999,150,15,24.7,1414,21.01212121,0.58,360,1.6
3940,30/05/1999,150,16,24.2,1256.888889,20.73636364,0.59,360,1.6
3941,30/05/1999,150,17,23.5,875.3333333,20.40606061,0.62,360,1.6
3942,30/05/1999,150,18,22.7,538.6666667,20.05151515,0.66,360,1.6
3943,30/05/1999,150,19,21.2,213.2222222,19.6969697,0.76,360,1.6
3944,30/05/1999,150,20,19.4,22.44444444,19.35757576,0.83,360,1.6
3945,30/05/1999,150,21,17.6,0,19.03939394,0.89,360,1.6
3946,30/05/1999,150,22,17.4,0,18.75757576,0.91,360,1.6
3947,30/05/1999,150,23,16.4,0,18.5,0.94,360,1.6
3948,30/05/1999,150,24,15.4,0,18.3,0.98,360,1.6
3949,31/05/1999,151,1,14.5,0,18.2030303,1,360,1.6
3950,31/05/1999,151,2,14.2,0,18.16060606,1,360,1.6
3951,31/05/1999,151,3,13.5,0,18.16060606,1,360,1.6
3952,31/05/1999,151,4,13.4,0,18.26969697,1,360,1.6
3953,31/05/1999,151,5,12.8,22.44444444,18.43030303,1,360,1.6
3954,31/05/1999,151,6,13.3,56.11111111,18.63030303,1,360,1.6
3955,31/05/1999,151,7,14.5,179.5555556,18.84848485,1,360,1.6
3956,31/05/1999,151,8,16,437.6666667,19.02121212,0.93,360,1.6
3957,31/05/1999,151,9,17.7,931.4444444,19.18484848,0.84,360,1.6
3958,31/05/1999,151,10,18.5,1357.888889,19.31818182,0.76,360,1.6
3959,31/05/1999,151,11,21.5,1784.333333,19.42121212,0.72,360,1.6
3960,31/05/1999,151,12,21.7,1784.333333,19.38181818,0.67,360,1.6
3961,31/05/1999,151,13,22.1,1256.888889,19.20606061,0.66,360,1.6
3962,31/05/1999,151,14,22.8,1593.555556,18.98787879,0.64,360,1.6
3963,31/05/1999,151,15,22.1,1133.444444,18.73939394,0.68,360,1.6
3964,31/05/1999,151,16,22.1,729.4444444,18.4969697,0.65,360,1.6
3965,31/05/1999,151,17,21.4,460.1111111,18.22424242,0.71,360,1.6
3966,31/05/1999,151,18,21.3,392.7777778,17.95151515,0.71,360,1.6
3967,31/05/1999,151,19,18.9,179.5555556,17.6969697,0.76,360,1.6
3968,31/05/1999,151,20,17.3,11.22222222,17.44545455,0.85,360,1.6
3969,31/05/1999,151,21,16.9,0,17.21818182,0.86,360,1.6
3970,31/05/1999,151,22,16.1,0,17.06666667,0.86,360,1.6
3971,31/05/1999,151,23,15.3,0,16.99393939,0.9,360,1.6
3972,31/05/1999,151,24,15.7,0,16.97878788,0.9,360,2.2
3973,01/06/1999,151,1,15.2,0,17.02121212,0.93,360,2.2
3974,01/06/1999,151,2,15.1,0,17.12727273,0.95,360,2.2
3975,01/06/1999,151,3,14.4,0,17.33636364,0.96,360,2.2
3976,01/06/1999,151,4,13.7,0,17.55151515,0.98,360,2.2
3977,01/06/1999,151,5,14.4,89.77777778,17.84848485,1,360,2.2
3978,01/06/1999,151,6,15.2,190.7777778,18.18787879,0.98,360,2.2
3979,01/06/1999,151,7,16.9,448.8888889,18.53636364,0.94,360,2.2
3980,01/06/1999,151,8,17.8,673.3333333,18.89393939,0.89,360,2.2
3981,01/06/1999,151,9,18.9,516.2222222,19.16363636,0.85,360,2.2
3982,01/06/1999,151,10,21.4,1054.888889,19.4,0.8,360,2.2
3983,01/06/1999,151,11,21.3,998.7777778,19.57575758,0.76,360,2.2
3984,01/06/1999,151,12,23.3,1414,19.68181818,0.73,360,2.2
3985,01/06/1999,151,13,24.6,1559.888889,19.65757576,0.7,360,2.2
3986,01/06/1999,151,14,24.3,1223.222222,19.58787879,0.69,360,2.2
3987,01/06/1999,151,15,25.1,1212,19.48181818,0.68,360,2.2
3988,01/06/1999,151,16,23.4,516.2222222,19.34848485,0.76,360,2.2
3989,01/06/1999,151,17,23.8,415.2222222,19.25757576,0.75,360,2.2
3990,01/06/1999,151,18,23.5,448.8888889,19.15151515,0.76,360,2.2
3991,01/06/1999,151,19,22,280.5555556,19.06060606,0.8,360,2.2
3992,01/06/1999,151,20,20.7,22.44444444,18.97878788,0.86,360,2.2
3993,01/06/1999,151,21,19.4,0,18.98787879,0.87,360,2.2
3994,01/06/1999,151,22,18.6,0,19.04545455,0.89,360,2.2
3995,01/06/1999,151,23,18.4,0,19.12121212,0.91,360,2.2
3996,01/06/1999,151,24,19.1,0,19.24545455,0.89,360,4.4
3997,02/06/1999,152,1,18.6,0,19.42121212,0.91,360,4.4
3998,02/06/1999,152,2,18.4,0,19.57272727,0.95,360,4.4
3999,02/06/1999,152,3,18.6,0,19.71515152,0.98,360,4.4
4000,02/06/1999,152,4,19.2,0,19.90909091,0.96,360,4.4
4001,02/06/1999,152,5,19.2,44.88888889,20.15757576,0.95,360,4.4
4002,02/06/1999,152,6,19.4,202,20.4030303,0.88,360,4.4
4003,02/06/1999,152,7,20.2,381.5555556,20.55151515,0.85,360,4.4
4004,02/06/1999,152,8,21.1,976.3333333,20.67878788,0.8,360,4.4
4005,02/06/1999,152,9,20.7,1144.666667,20.73030303,0.77,360,4.4
4006,02/06/1999,152,10,19.9,628.4444444,20.75151515,0.77,360,4.4
4007,02/06/1999,152,11,21.5,1761.888889,20.72424242,0.66,360,4.4
4008,02/06/1999,152,12,22.6,1559.888889,20.58787879,0.6,360,4.4
4009,02/06/1999,152,13,21.8,1414,20.43333333,0.56,360,4.4
4010,02/06/1999,152,14,19.3,538.6666667,20.18484848,0.67,360,4.4
4011,02/06/1999,152,15,19.4,650.8888889,19.86060606,0.69,360,4.4
4012,02/06/1999,152,16,18.6,920.2222222,19.50606061,0.67,360,4.4
4013,02/06/1999,152,17,18.5,303,19.11212121,0.76,360,4.4
4014,02/06/1999,152,18,18,448.8888889,18.74848485,0.7,360,4.4
4015,02/06/1999,152,19,16.9,213.2222222,18.36060606,0.7,360,4.4
4016,02/06/1999,152,20,16.2,33.66666667,17.96666667,0.76,360,4.4
4017,02/06/1999,152,21,15.1,0,17.6,0.75,360,4.4
4018,02/06/1999,152,22,13.9,0,17.29393939,0.78,360,4.4
4019,02/06/1999,152,23,12.6,0,17.06969697,0.8,360,4.4
4020,02/06/1999,152,24,12.1,0,16.93939394,0.81,360,4
4021,03/06/1999,153,1,11.4,0,16.87878788,0.84,360,4
4022,03/06/1999,153,2,11,0,16.8,0.87,360,4
4023,03/06/1999,153,3,10.5,0,16.77878788,0.9,360,4
4024,03/06/1999,153,4,9.9,0,16.75757576,0.93,360,4
4025,03/06/1999,153,5,10.6,89.77777778,16.59090909,0.95,360,4
4026,03/06/1999,153,6,12,246.8888889,16.48787879,0.94,360,4
4027,03/06/1999,153,7,14.3,617.2222222,16.49090909,0.86,360,4
4028,03/06/1999,153,8,16.4,1054.888889,16.49090909,0.77,360,4
4029,03/06/1999,153,9,16.5,718.2222222,16.44242424,0.69,360,4
4030,03/06/1999,153,10,17.9,808,16.26969697,0.67,360,4
4031,03/06/1999,153,11,17.7,471.3333333,16.05757576,0.67,360,4
4032,03/06/1999,153,12,13.1,448.8888889,15.88484848,0.93,360,4
4033,03/06/1999,153,13,15.8,1346.666667,15.66363636,0.96,360,4
4034,03/06/1999,153,14,19.3,1638.444444,15.39090909,0.8,360,4
4035,03/06/1999,153,15,19.4,1066.111111,15.14848485,0.65,360,4
4036,03/06/1999,153,16,18.6,751.8888889,14.99090909,0.6,360,4
4037,03/06/1999,153,17,15.4,437.6666667,14.8030303,0.69,360,4
4038,03/06/1999,153,18,13.7,134.6666667,14.64242424,0.84,360,4
4039,03/06/1999,153,19,14.2,246.8888889,14.47575758,0.85,360,4
4040,03/06/1999,153,20,14.2,11.22222222,14.31515152,0.86,360,4
4041,03/06/1999,153,21,13.6,0,14.18181818,0.88,360,4
4042,03/06/1999,153,22,13.8,0,14.06969697,0.89,360,4
4043,03/06/1999,153,23,14.1,0,14.00606061,0.86,360,4
4044,03/06/1999,153,24,13.2,0,14.00606061,0.91,360,4.2
4045,04/06/1999,154,1,13.3,0,14.03636364,0.9,360,4.2
4046,04/06/1999,154,2,13,0,14.11212121,0.89,360,4.2
4047,04/06/1999,154,3,12.7,0,14.22121212,0.88,360,4.2
4048,04/06/1999,154,4,12.5,0,14.36060606,0.89,360,4.2
4049,04/06/1999,154,5,12.5,56.11111111,14.52727273,0.89,360,4.2
4050,04/06/1999,154,6,13,370.3333333,14.68181818,0.84,360,4.2
4051,04/06/1999,154,7,13.9,549.8888889,14.83939394,0.83,360,4.2
4052,04/06/1999,154,8,13.6,404,14.96060606,0.85,360,4.2
4053,04/06/1999,154,9,14.6,347.8888889,14.9969697,0.82,360,4.2
4054,04/06/1999,154,10,15,538.6666667,14.92727273,0.8,360,4.2
4055,04/06/1999,154,11,15.6,460.1111111,14.85454545,0.79,360,4.2
4056,04/06/1999,154,12,16,852.8888889,14.73333333,0.8,360,4.2
4057,04/06/1999,154,13,15,415.2222222,14.61212121,0.87,360,4.2
4058,04/06/1999,154,14,15.8,561.1111111,14.62727273,0.87,360,4.2
4059,04/06/1999,154,15,16,460.1111111,14.54848485,0.84,360,4.2
4060,04/06/1999,154,16,15.5,280.5555556,14.33636364,0.85,360,4.2
4061,04/06/1999,154,17,14.1,56.11111111,14.11515152,0.96,360,4.2
4062,04/06/1999,154,18,14.1,67.33333333,13.9030303,0.99,360,4.2
4063,04/06/1999,154,19,13.9,33.66666667,13.76363636,1,360,4.2
4064,04/06/1999,154,20,13.7,0,13.64848485,1,360,4.2
4065,04/06/1999,154,21,13.6,0,13.5030303,0.99,360,4.2
4066,04/06/1999,154,22,13.2,0,13.37272727,0.98,360,4.2
4067,04/06/1999,154,23,12.3,0,13.27575758,0.96,360,4.2
4068,04/06/1999,154,24,12.1,0,13.18787879,0.96,360,4.3
4069,05/06/1999,155,1,11.6,0,13.10909091,0.97,360,4.3
4070,05/06/1999,155,2,10.8,0,13.11515152,0.94,360,4.3
4071,05/06/1999,155,3,9.9,0,13.13030303,0.95,360,4.3
4072,05/06/1999,155,4,9.4,0,13.16969697,0.95,360,4.3
4073,05/06/1999,155,5,9.9,22.44444444,13.18484848,0.94,360,4.3
4074,05/06/1999,155,6,10.4,44.88888889,13.23939394,0.95,360,4.3
4075,05/06/1999,155,7,10.9,157.1111111,13.34242424,0.95,360,4.3
4076,05/06/1999,155,8,11.5,246.8888889,13.45757576,0.93,360,4.3
4077,05/06/1999,155,9,13.4,1088.555556,13.54242424,0.86,360,4.3
4078,05/06/1999,155,10,13.8,1391.555556,13.61818182,0.79,360,4.3
4079,05/06/1999,155,11,14.3,1200.777778,13.63636364,0.79,360,4.3
4080,05/06/1999,155,12,13.2,1032.444444,13.63939394,0.87,360,4.3
4081,05/06/1999,155,13,14.3,796.7777778,13.59393939,0.89,360,4.3
4082,05/06/1999,155,14,15.9,1739.444444,13.51515152,0.74,360,4.3
4083,05/06/1999,155,15,16.8,1245.666667,13.42727273,0.69,360,4.3
4084,05/06/1999,155,16,16.7,953.8888889,13.29393939,0.76,360,4.3
4085,05/06/1999,155,17,16.1,774.3333333,13.13333333,0.64,360,4.3
4086,05/06/1999,155,18,15.2,493.7777778,13,0.75,360,4.3
4087,05/06/1999,155,19,15.1,157.1111111,12.90606061,0.67,360,4.3
4088,05/06/1999,155,20,14.1,22.44444444,12.82424242,0.66,360,4.3
4089,05/06/1999,155,21,13.4,0,12.75454545,0.72,360,4.3
4090,05/06/1999,155,22,12.1,0,12.67272727,0.8,360,4.3
4091,05/06/1999,155,23,11.4,0,12.62121212,0.82,360,4.3
4092,05/06/1999,155,24,10.7,0,12.58787879,0.88,360,3.9
4093,06/06/1999,156,1,11.1,0,12.62424242,0.9,360,3.9
4094,06/06/1999,156,2,11,0,12.66363636,0.88,360,3.9
4095,06/06/1999,156,3,11.4,0,12.74545455,0.87,360,3.9
4096,06/06/1999,156,4,11.6,0,12.87575758,0.85,360,3.9
4097,06/06/1999,156,5,11,22.44444444,13.04848485,0.84,360,3.9
4098,06/06/1999,156,6,11.9,179.5555556,13.24545455,0.85,360,3.9
4099,06/06/1999,156,7,12.1,639.6666667,13.45151515,0.78,360,3.9
4100,06/06/1999,156,8,13.5,830.4444444,13.67878788,0.76,360,3.9
4101,06/06/1999,156,9,13.4,1189.555556,13.89393939,0.7,360,3.9
4102,06/06/1999,156,10,14.3,729.4444444,14.04242424,0.71,360,3.9
4103,06/06/1999,156,11,15.1,1032.444444,14.10909091,0.68,360,3.9
4104,06/06/1999,156,12,15.6,1256.888889,14.11212121,0.67,360,3.9
4105,06/06/1999,156,13,15.9,1537.444444,14.07575758,0.63,360,3.9
4106,06/06/1999,156,14,16.7,1133.444444,14.07575758,0.62,360,3.9
4107,06/06/1999,156,15,17.9,1189.555556,14.04545455,0.59,360,3.9
4108,06/06/1999,156,16,18,1054.888889,13.95151515,0.56,360,3.9
4109,06/06/1999,156,17,16.4,662.1111111,13.82424242,0.59,360,3.9
4110,06/06/1999,156,18,15.6,202,13.67272727,0.64,360,3.9
4111,06/06/1999,156,19,13.9,101,13.53030303,0.74,360,3.9
4112,06/06/1999,156,20,13.1,11.22222222,13.43030303,0.8,360,3.9
4113,06/06/1999,156,21,13.2,0,13.31818182,0.83,360,3.9
4114,06/06/1999,156,22,13.3,0,13.23636364,0.78,360,3.9
4115,06/06/1999,156,23,12.8,0,13.21515152,0.79,360,3.9
4116,06/06/1999,156,24,12.6,0,13.29393939,0.77,360,2.7
4117,07/06/1999,157,1,11.7,0,13.41212121,0.83,360,2.7
4118,07/06/1999,157,2,11.4,0,13.48484848,0.85,360,2.7
4119,07/06/1999,157,3,11.9,0,13.63333333,0.84,360,2.7
4120,07/06/1999,157,4,11.4,0,13.81818182,0.87,360,2.7
4121,07/06/1999,157,5,11.4,33.66666667,13.97575758,0.88,360,2.7
4122,07/06/1999,157,6,12.7,246.8888889,14.16060606,0.87,360,2.7
4123,07/06/1999,157,7,14.7,763.1111111,14.24242424,0.81,360,2.7
4124,07/06/1999,157,8,15.3,976.3333333,14.28181818,0.73,360,2.7
4125,07/06/1999,157,9,13.1,796.7777778,14.33939394,0.84,360,2.7
4126,07/06/1999,157,10,16,998.7777778,14.31515152,0.78,360,2.7
4127,07/06/1999,157,11,17.1,1346.666667,14.30909091,0.73,360,2.7
4128,07/06/1999,157,12,16.6,1111,14.26363636,0.73,360,2.7
4129,07/06/1999,157,13,17.7,1952.666667,14.16969697,0.64,360,2.7
4130,07/06/1999,157,14,13.7,482.5555556,14.04242424,0.87,360,2.7
4131,07/06/1999,157,15,13.2,246.8888889,13.86969697,0.9,360,2.7
4132,07/06/1999,157,16,14,673.3333333,13.63333333,0.86,360,2.7
4133,07/06/1999,157,17,12.7,426.4444444,13.35151515,0.82,360,2.7
4134,07/06/1999,157,18,13.2,314.2222222,13.09393939,0.83,360,2.7
4135,07/06/1999,157,19,12.8,325.4444444,12.88181818,0.8,360,2.7
4136,07/06/1999,157,20,12,33.66666667,12.68484848,0.88,360,2.7
4137,07/06/1999,157,21,11.4,0,12.50909091,0.86,360,2.7
4138,07/06/1999,157,22,10.2,0,12.37272727,0.91,360,2.7
4139,07/06/1999,157,23,8.9,0,12.26666667,0.92,360,2.7
4140,07/06/1999,157,24,8.6,0,12.17878788,0.95,360,2.4
4141,08/06/1999,158,1,9.5,0,12.17575758,0.96,360,2.4
4142,08/06/1999,158,2,9.4,0,12.18787879,0.95,360,2.4
4143,08/06/1999,158,3,9.1,0,12.23333333,0.95,360,2.4
4144,08/06/1999,158,4,8.1,0,12.29393939,0.96,360,2.4
4145,08/06/1999,158,5,8.6,101,12.4,0.95,360,2.4
4146,08/06/1999,158,6,9.7,258.1111111,12.50909091,0.88,360,2.4
4147,08/06/1999,158,7,10.4,336.6666667,12.61818182,0.82,360,2.4
4148,08/06/1999,158,8,12.7,953.8888889,12.68484848,0.74,360,2.4
4149,08/06/1999,158,9,13,1402.777778,12.68787879,0.61,360,2.4
4150,08/06/1999,158,10,13.2,1290.555556,12.65151515,0.48,360,2.4
4151,08/06/1999,158,11,13.4,1380.333333,12.65757576,0.51,360,2.4
4152,08/06/1999,158,12,15.4,1436.444444,12.56969697,0.48,360,2.4
4153,08/06/1999,158,13,15,1167.111111,12.43939394,0.49,360,2.4
4154,08/06/1999,158,14,15,976.3333333,12.28787879,0.48,360,2.4
4155,08/06/1999,158,15,14.9,1167.111111,12.1,0.53,360,2.4
4156,08/06/1999,158,16,14.8,628.4444444,12.02121212,0.51,360,2.4
4157,08/06/1999,158,17,14.1,707,11.95151515,0.56,360,2.4
4158,08/06/1999,158,18,13.3,112.2222222,11.85454545,0.61,360,2.4
4159,08/06/1999,158,19,13.1,112.2222222,11.7969697,0.65,360,2.4
4160,08/06/1999,158,20,12.8,22.44444444,11.72121212,0.7,360,2.4
4161,08/06/1999,158,21,11.6,0,11.63636364,0.76,360,2.4
4162,08/06/1999,158,22,11.5,0,11.59393939,0.74,360,2.4
4163,08/06/1999,158,23,11.1,0,11.62424242,0.78,360,2.4
4164,08/06/1999,158,24,10.9,0,11.72424242,0.79,360,1.2
4165,09/06/1999,159,1,10.8,0,11.91212121,0.79,360,1.2
4166,09/06/1999,159,2,10.8,0,12.16060606,0.79,360,1.2
4167,09/06/1999,159,3,10.7,0,12.4030303,0.78,360,1.2
4168,09/06/1999,159,4,10,0,12.64545455,0.85,360,1.2
4169,09/06/1999,159,5,10.6,44.88888889,12.90606061,0.87,360,1.2
4170,09/06/1999,159,6,12.4,179.5555556,13.18484848,0.78,360,1.2
4171,09/06/1999,159,7,13.5,426.4444444,13.50606061,0.67,360,1.2
4172,09/06/1999,159,8,15.1,852.8888889,13.76363636,0.6,360,1.2
4173,09/06/1999,159,9,16.8,1369.111111,13.98787879,0.56,360,1.2
4174,09/06/1999,159,10,17.5,1223.222222,14.15151515,0.55,360,1.2
4175,09/06/1999,159,11,17.4,931.4444444,14.28484848,0.53,360,1.2
4176,09/06/1999,159,12,17.7,1021.222222,14.37878788,0.5,360,1.2
4177,09/06/1999,159,13,17.3,808,14.43939394,0.56,360,1.2
4178,09/06/1999,159,14,19.2,1212,14.4,0.52,360,1.2
4179,09/06/1999,159,15,18.2,931.4444444,14.35757576,0.54,360,1.2
4180,09/06/1999,159,16,17.8,763.1111111,14.31212121,0.58,360,1.2
4181,09/06/1999,159,17,18.1,864.1111111,14.25454545,0.53,360,1.2
4182,09/06/1999,159,18,17.4,594.7777778,14.17272727,0.56,360,1.2
4183,09/06/1999,159,19,16.3,235.6666667,14.0969697,0.63,360,1.2
4184,09/06/1999,159,20,15.4,44.88888889,14.03333333,0.66,360,1.2
4185,09/06/1999,159,21,14.1,0,13.96363636,0.72,360,1.2
4186,09/06/1999,159,22,13.6,0,13.92727273,0.79,360,1.2
4187,09/06/1999,159,23,13.5,0,13.97575758,0.77,360,1.2
4188,09/06/1999,159,24,13,0,14.06666667,0.82,360,1.6
4189,10/06/1999,160,1,12.1,0,14.2,0.86,360,1.6
4190,10/06/1999,160,2,11.6,0,14.40909091,0.9,360,1.6
4191,10/06/1999,160,3,11.2,0,14.58484848,0.92,360,1.6
4192,10/06/1999,160,4,10.8,0,14.80606061,0.94,360,1.6
4193,10/06/1999,160,5,11.6,44.88888889,15.04848485,0.95,360,1.6
4194,10/06/1999,160,6,13.2,190.7777778,15.29090909,0.93,360,1.6
4195,10/06/1999,160,7,14.5,505,15.53333333,0.84,360,1.6
4196,10/06/1999,160,8,15.5,426.4444444,15.76666667,0.76,360,1.6
4197,10/06/1999,160,9,17.8,1380.333333,15.98484848,0.62,360,1.6
4198,10/06/1999,160,10,16.6,830.4444444,16.07878788,0.65,360,1.6
4199,10/06/1999,160,11,18.1,583.5555556,16.08181818,0.57,360,1.6
4200,10/06/1999,160,12,18.7,1043.666667,16.04242424,0.55,360,1.6
4201,10/06/1999,160,13,18,808,15.97272727,0.64,360,1.6
4202,10/06/1999,160,14,18.6,1223.222222,15.86969697,0.56,360,1.6
4203,10/06/1999,160,15,20.1,1021.222222,15.75757576,0.58,360,1.6
4204,10/06/1999,160,16,20.7,1133.444444,15.54545455,0.54,360,1.6
4205,10/06/1999,160,17,18.2,1021.222222,15.34848485,0.56,360,1.6
4206,10/06/1999,160,18,16.9,202,15.15757576,0.62,360,1.6
4207,10/06/1999,160,19,16.2,56.11111111,14.92424242,0.66,360,1.6
4208,10/06/1999,160,20,15.1,11.22222222,14.68181818,0.63,360,1.6
4209,10/06/1999,160,21,14.3,0,14.46363636,0.64,360,1.6
4210,10/06/1999,160,22,13.6,0,14.29393939,0.67,360,1.6
4211,10/06/1999,160,23,12.2,0,14.19393939,0.72,360,1.6
4212,10/06/1999,160,24,11.7,0,14.18181818,0.79,360,1.9
4213,11/06/1999,161,1,11.5,0,14.2030303,0.82,360,1.9
4214,11/06/1999,161,2,10.4,0,14.27272727,0.85,360,1.9
4215,11/06/1999,161,3,9.4,0,14.40909091,0.9,360,1.9
4216,11/06/1999,161,4,9.1,11.22222222,14.6030303,0.92,360,1.9
4217,11/06/1999,161,5,9.8,89.77777778,14.78484848,0.93,360,1.9
4218,11/06/1999,161,6,10.8,325.4444444,15.01818182,0.89,360,1.9
4219,11/06/1999,161,7,13.2,639.6666667,15.21818182,0.73,360,1.9
4220,11/06/1999,161,8,14.2,1043.666667,15.34545455,0.61,360,1.9
4221,11/06/1999,161,9,15.3,1380.333333,15.43939394,0.55,360,1.9
4222,11/06/1999,161,10,16.6,1470.111111,15.48181818,0.55,360,1.9
4223,11/06/1999,161,11,18,1414,15.45151515,0.53,360,1.9
4224,11/06/1999,161,12,17.2,1773.111111,15.43636364,0.49,360,1.9
4225,11/06/1999,161,13,18.5,1313,15.3030303,0.49,360,1.9
4226,11/06/1999,161,14,18.2,998.7777778,15.1030303,0.5,360,1.9
4227,11/06/1999,161,15,17.4,763.1111111,14.8969697,0.55,360,1.9
4228,11/06/1999,161,16,17.6,684.5555556,14.66666667,0.53,360,1.9
4229,11/06/1999,161,17,16.9,617.2222222,14.35454545,0.55,360,1.9
4230,11/06/1999,161,18,16.8,527.4444444,14.02727273,0.57,360,1.9
4231,11/06/1999,161,19,16.1,303,13.76363636,0.62,360,1.9
4232,11/06/1999,161,20,13.7,56.11111111,13.56060606,0.73,360,1.9
4233,11/06/1999,161,21,12.1,0,13.36666667,0.83,360,1.9
4234,11/06/1999,161,22,11.2,0,13.20606061,0.87,360,1.9
4235,11/06/1999,161,23,11,0,13.15454545,0.89,360,1.9
4236,11/06/1999,161,24,9.8,0,13.16969697,0.91,360,1.3
4237,12/06/1999,162,1,9.9,0,13.27878788,0.93,360,1.3
4238,12/06/1999,162,2,9.5,0,13.45151515,0.94,360,1.3
4239,12/06/1999,162,3,10.2,0,13.66363636,0.95,360,1.3
4240,12/06/1999,162,4,9.8,0,13.89393939,0.95,360,1.3
4241,12/06/1999,162,5,9.8,56.11111111,14.19090909,0.95,360,1.3
4242,12/06/1999,162,6,12.6,280.5555556,14.4969697,0.92,360,1.3
4243,12/06/1999,162,7,14.1,650.8888889,14.80909091,0.77,360,1.3
4244,12/06/1999,162,8,15.8,1021.222222,15.08181818,0.65,360,1.3
4245,12/06/1999,162,9,17.4,1369.111111,15.28181818,0.59,360,1.3
4246,12/06/1999,162,10,18.5,1582.333333,15.47878788,0.53,360,1.3
4247,12/06/1999,162,11,18,1515,15.61212121,0.5,360,1.3
4248,12/06/1999,162,12,19.2,1806.777778,15.6,0.48,360,1.3
4249,12/06/1999,162,13,19.2,1032.444444,15.51212121,0.47,360,1.3
4250,12/06/1999,162,14,20.1,695.7777778,15.40909091,0.48,360,1.3
4251,12/06/1999,162,15,19.8,1021.222222,15.29090909,0.46,360,1.3
4252,12/06/1999,162,16,19.8,314.2222222,15.17575758,0.48,360,1.3
4253,12/06/1999,162,17,20.7,785.5555556,15.04545455,0.42,360,1.3
4254,12/06/1999,162,18,19.7,549.8888889,14.90909091,0.53,360,1.3
4255,12/06/1999,162,19,16.2,157.1111111,14.7969697,0.64,360,1.3
4256,12/06/1999,162,20,15.1,22.44444444,14.68484848,0.64,360,1.3
4257,12/06/1999,162,21,13.8,0,14.58787879,0.72,360,1.3
4258,12/06/1999,162,22,14.6,0,14.55454545,0.75,360,1.3
4259,12/06/1999,162,23,14.4,0,14.54242424,0.78,360,1.3
4260,12/06/1999,162,24,13.1,0,14.57575758,0.93,360,2.3
4261,13/06/1999,163,1,13.1,0,14.63636364,0.95,360,2.3
4262,13/06/1999,163,2,13.2,0,14.75454545,0.96,360,2.3
4263,13/06/1999,163,3,13.1,0,14.92727273,0.97,360,2.3
4264,13/06/1999,163,4,12.9,0,15.11818182,0.97,360,2.3
4265,13/06/1999,163,5,12.6,0,15.2969697,0.96,360,2.3
4266,13/06/1999,163,6,11.7,67.33333333,15.43636364,0.96,360,2.3
4267,13/06/1999,163,7,12.3,224.4444444,15.57878788,0.92,360,2.3
4268,13/06/1999,163,8,13,325.4444444,15.67575758,0.87,360,2.3
4269,13/06/1999,163,9,13.7,482.5555556,15.73636364,0.82,360,2.3
4270,13/06/1999,163,10,15.6,909,15.76969697,0.76,360,2.3
4271,13/06/1999,163,11,15.8,1245.666667,15.67575758,0.68,360,2.3
4272,13/06/1999,163,12,16.1,583.5555556,15.53333333,0.69,360,2.3
4273,13/06/1999,163,13,14.4,493.7777778,15.39090909,0.85,360,2.3
4274,13/06/1999,163,14,14.5,1032.444444,15.18787879,0.83,360,2.3
4275,13/06/1999,163,15,15.8,1245.666667,14.96060606,0.75,360,2.3
4276,13/06/1999,163,16,16.1,1391.555556,14.71212121,0.72,360,2.3
4277,13/06/1999,163,17,16.9,998.7777778,14.48181818,0.65,360,2.3
4278,13/06/1999,163,18,14.3,359.1111111,14.25454545,0.84,360,2.3
